gene_id	sumUMI	CPM	type	biotype	zScore	pValue	calls_pValue	cellTypeName	cellTypeId
ENSMUSG00000034424	7	6.28580100411181	genic	protein_coding	0.835038115145794	0.201848124177974	absent	B-cell	CL:0000236
ENSMUSG00000034427	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034429	10	8.97971572015973	genic	protein_coding	1.18068782059756	0.118863380809489	absent	B-cell	CL:0000236
ENSMUSG00000034430	11	9.8776872921757	genic	protein_coding	1.27305185158925	0.101499821424961	absent	B-cell	CL:0000236
ENSMUSG00000034432	68	61.0620668970862	genic	protein_coding	3.03835611923859	0.00118936332961621	present	B-cell	CL:0000236
ENSMUSG00000034435	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034437	0	0	genic	processed_pseudogene	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034438	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034442	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000034445	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034449	10	8.97971572015973	genic	protein_coding	1.18068782059756	0.118863380809489	absent	B-cell	CL:0000236
ENSMUSG00000034450	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034452	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000034453	30	26.9391471604792	genic	protein_coding	2.24534072217353	0.012373133848624	present	B-cell	CL:0000236
ENSMUSG00000034456	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034457	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034459	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034460	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034462	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034463	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034467	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034471	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034472	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034473	15	13.4695735802396	genic	protein_coding	1.57361952934306	0.0577877177815308	absent	B-cell	CL:0000236
ENSMUSG00000034480	12	10.7756588641917	genic	protein_coding	1.35737360543968	0.0873312652512056	absent	B-cell	CL:0000236
ENSMUSG00000034482	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034484	518	465.149274304274	genic	protein_coding	5.00605953673121	2.77777899728353e-07	present	B-cell	CL:0000236
ENSMUSG00000034485	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034486	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034487	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000034488	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034493	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034501	12	10.7756588641917	genic	protein_coding	1.35737360543968	0.0873312652512056	absent	B-cell	CL:0000236
ENSMUSG00000034509	35	31.4290050205591	genic	protein_coding	2.3947264247101	0.00831638514289249	present	B-cell	CL:0000236
ENSMUSG00000034518	26	23.3472608724153	genic	protein_coding	2.10666329250021	0.0175733881035509	present	B-cell	CL:0000236
ENSMUSG00000034520	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034522	17	15.2655167242715	genic	protein_coding	1.69491373357766	0.0450458934212056	present	B-cell	CL:0000236
ENSMUSG00000034525	13	11.6736304362077	genic	protein_coding	1.43494209966975	0.0756517988021642	absent	B-cell	CL:0000236
ENSMUSG00000034528	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034532	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034533	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034538	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000034543	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000034544	47	42.2046638847507	genic	protein_coding	2.68041336733449	0.00367656475195277	present	B-cell	CL:0000236
ENSMUSG00000034551	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034552	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034555	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034557	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000034560	63	56.5722090370063	genic	protein_coding	2.96434391829774	0.00151664537425972	present	B-cell	CL:0000236
ENSMUSG00000034563	18	16.1634882962875	genic	protein_coding	1.75030531418519	0.0400328222108551	present	B-cell	CL:0000236
ENSMUSG00000034566	412	369.964287670581	genic	protein_coding	4.78418481384475	8.5841332222741e-07	present	B-cell	CL:0000236
ENSMUSG00000034570	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034573	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034574	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034575	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000034579	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034583	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034584	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034586	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034587	27	24.2452324444313	genic	processed_transcript	2.1432370229307	0.0160470354178901	present	B-cell	CL:0000236
ENSMUSG00000034591	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000034593	29	26.0411755884632	genic	protein_coding	2.2124871069976	0.0134665130408152	present	B-cell	CL:0000236
ENSMUSG00000034595	131	117.634275934092	genic	protein_coding	3.67377760647675	0.000119495380748677	present	B-cell	CL:0000236
ENSMUSG00000034601	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000034602	11	9.8776872921757	genic	protein_coding	1.27305185158925	0.101499821424961	absent	B-cell	CL:0000236
ENSMUSG00000034607	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034610	170	152.655167242715	genic	protein_coding	3.92632323597243	4.31271132658798e-05	present	B-cell	CL:0000236
ENSMUSG00000034612	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034613	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000034614	79	70.9397541892619	genic	protein_coding	3.18366144171002	0.000727124966451566	present	B-cell	CL:0000236
ENSMUSG00000034616	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000034617	16	14.3675451522556	genic	protein_coding	1.63616308952464	0.0509027295554285	absent	B-cell	CL:0000236
ENSMUSG00000034620	44	39.5107491687028	genic	protein_coding	2.61649423725018	0.00444189319558057	present	B-cell	CL:0000236
ENSMUSG00000034621	68	61.0620668970862	genic	protein_coding	3.03835611923859	0.00118936332961621	present	B-cell	CL:0000236
ENSMUSG00000034623	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034634	3294	2957.91835822062	genic	protein_coding	6.79876017451308	5.27616542051379e-12	present	B-cell	CL:0000236
ENSMUSG00000034636	10	8.97971572015973	genic	protein_coding	1.18068782059756	0.118863380809489	absent	B-cell	CL:0000236
ENSMUSG00000034639	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034640	17	15.2655167242715	genic	protein_coding	1.69491373357766	0.0450458934212056	present	B-cell	CL:0000236
ENSMUSG00000034641	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034645	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034647	130	116.736304362077	genic	protein_coding	3.66635160206452	0.000123017793681164	present	B-cell	CL:0000236
ENSMUSG00000034648	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034652	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000034653	48	43.1026354567667	genic	protein_coding	2.70081599110061	0.00345847977427103	present	B-cell	CL:0000236
ENSMUSG00000034656	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000034659	32	28.7350903045111	genic	protein_coding	2.30788428235511	0.0105027867475492	present	B-cell	CL:0000236
ENSMUSG00000034660	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034663	331	297.228590337287	genic	protein_coding	4.57204644791428	2.4149191929523e-06	present	B-cell	CL:0000236
ENSMUSG00000034664	9	8.08174414814376	genic	protein_coding	1.07858412135473	0.140386581472757	absent	B-cell	CL:0000236
ENSMUSG00000034667	6	5.38782943209584	genic	protein_coding	0.685652412609219	0.24646616093345	absent	B-cell	CL:0000236
ENSMUSG00000034673	15	13.4695735802396	genic	protein_coding	1.57361952934306	0.0577877177815308	absent	B-cell	CL:0000236
ENSMUSG00000034674	22	19.7553745843514	genic	protein_coding	1.94477304441972	0.0259011498671204	present	B-cell	CL:0000236
ENSMUSG00000034675	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034677	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034681	90	80.8174414814376	genic	protein_coding	3.3099936237495	0.000466490482678177	present	B-cell	CL:0000236
ENSMUSG00000034683	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034684	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034685	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034686	5	4.48985786007987	genic	protein_coding	0.508966627767091	0.305387808136398	absent	B-cell	CL:0000236
ENSMUSG00000034687	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034689	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034690	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034701	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034706	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034707	38	34.122919736607	genic	protein_coding	2.47442244742092	0.00667258955347028	present	B-cell	CL:0000236
ENSMUSG00000034708	29	26.0411755884632	genic	protein_coding	2.2124871069976	0.0134665130408152	present	B-cell	CL:0000236
ENSMUSG00000034709	26	23.3472608724153	genic	protein_coding	2.10666329250021	0.0175733881035509	present	B-cell	CL:0000236
ENSMUSG00000034714	8	7.18377257612778	genic	protein_coding	0.964441896694177	0.167412212806512	absent	B-cell	CL:0000236
ENSMUSG00000034723	11	9.8776872921757	genic	protein_coding	1.27305185158925	0.101499821424961	absent	B-cell	CL:0000236
ENSMUSG00000034724	52	46.6945217448306	genic	protein_coding	2.77838448533068	0.00273149668100104	present	B-cell	CL:0000236
ENSMUSG00000034729	35	31.4290050205591	genic	protein_coding	2.3947264247101	0.00831638514289249	present	B-cell	CL:0000236
ENSMUSG00000034730	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034731	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000034732	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034738	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034739	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034744	35	31.4290050205591	genic	protein_coding	2.3947264247101	0.00831638514289249	present	B-cell	CL:0000236
ENSMUSG00000034748	40	35.9188628806389	genic	protein_coding	2.52413020625848	0.00579924801938027	present	B-cell	CL:0000236
ENSMUSG00000034751	85	76.3275836213577	genic	protein_coding	3.25460204314197	0.000567756792248322	present	B-cell	CL:0000236
ENSMUSG00000034755	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034757	20	17.9594314403195	genic	protein_coding	1.85240901342802	0.0319835559900289	present	B-cell	CL:0000236
ENSMUSG00000034758	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034761	6	5.38782943209584	genic	protein_coding	0.685652412609219	0.24646616093345	absent	B-cell	CL:0000236
ENSMUSG00000034762	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034764	0	0	genic	processed_transcript	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034765	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000034768	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034771	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034773	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034774	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034777	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034780	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034781	21	18.8574030123354	genic	protein_coding	1.89969101672176	0.0287368399575633	present	B-cell	CL:0000236
ENSMUSG00000034783	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034785	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034786	282	253.227983308504	genic	protein_coding	4.41678746174092	5.00893227456049e-06	present	B-cell	CL:0000236
ENSMUSG00000034789	110	98.776872921757	genic	protein_coding	3.50446135398403	0.000228765984579155	present	B-cell	CL:0000236
ENSMUSG00000034792	7	6.28580100411181	genic	protein_coding	0.835038115145794	0.201848124177974	absent	B-cell	CL:0000236
ENSMUSG00000034793	25	22.4492893003993	genic	protein_coding	2.0686549373314	0.0192892393447768	present	B-cell	CL:0000236
ENSMUSG00000034795	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000034796	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034799	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034800	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034801	30	26.9391471604792	genic	protein_coding	2.24534072217353	0.012373133848624	present	B-cell	CL:0000236
ENSMUSG00000034807	14	12.5716020082236	genic	protein_coding	1.50675930797626	0.0659361816796203	absent	B-cell	CL:0000236
ENSMUSG00000034810	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034813	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034818	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034820	23	20.6533461563674	genic	protein_coding	1.98785075116791	0.0234140994389051	present	B-cell	CL:0000236
ENSMUSG00000034825	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034826	25	22.4492893003993	genic	protein_coding	2.0686549373314	0.0192892393447768	present	B-cell	CL:0000236
ENSMUSG00000034829	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034832	28	25.1432040164472	genic	protein_coding	2.17848050080672	0.0146851411949294	present	B-cell	CL:0000236
ENSMUSG00000034833	73	65.551924757166	genic	protein_coding	3.10711465430497	0.000944615553139719	present	B-cell	CL:0000236
ENSMUSG00000034837	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034839	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034842	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034845	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034848	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000034850	10	8.97971572015973	genic	protein_coding	1.18068782059756	0.118863380809489	absent	B-cell	CL:0000236
ENSMUSG00000034853	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034854	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000034855	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034858	39	35.020891308623	genic	protein_coding	2.49959500124572	0.00621676786048699	present	B-cell	CL:0000236
ENSMUSG00000034863	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034867	18	16.1634882962875	genic	protein_coding	1.75030531418519	0.0400328222108551	present	B-cell	CL:0000236
ENSMUSG00000034868	482	432.822297711699	genic	protein_coding	4.9362549747011	3.98184894366038e-07	present	B-cell	CL:0000236
ENSMUSG00000034871	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034872	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034875	48	43.1026354567667	genic	protein_coding	2.70081599110061	0.00345847977427103	present	B-cell	CL:0000236
ENSMUSG00000034880	107	96.0829582057091	genic	protein_coding	3.47766456373536	0.000252901230488467	present	B-cell	CL:0000236
ENSMUSG00000034881	22	19.7553745843514	genic	protein_coding	1.94477304441972	0.0259011498671204	present	B-cell	CL:0000236
ENSMUSG00000034883	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034889	31	27.8371187324952	genic	protein_coding	2.27711697333214	0.0113896206872058	present	B-cell	CL:0000236
ENSMUSG00000034891	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034892	13362	11998.6961452774	genic	protein_coding	8.15578711625806	1.734565203959e-16	present	B-cell	CL:0000236
ENSMUSG00000034893	9	8.08174414814376	genic	protein_coding	1.07858412135473	0.140386581472757	absent	B-cell	CL:0000236
ENSMUSG00000034898	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034902	19	17.0614598683035	genic	protein_coding	1.80270125459046	0.0357175725279982	present	B-cell	CL:0000236
ENSMUSG00000034903	17	15.2655167242715	genic	protein_coding	1.69491373357766	0.0450458934212056	present	B-cell	CL:0000236
ENSMUSG00000034906	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034908	24	21.5513177283834	genic	protein_coding	2.02909479827015	0.0212243178151078	present	B-cell	CL:0000236
ENSMUSG00000034910	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034911	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034912	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000034913	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034917	7	6.28580100411181	genic	protein_coding	0.835038115145794	0.201848124177974	absent	B-cell	CL:0000236
ENSMUSG00000034918	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034919	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034923	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034926	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034928	35	31.4290050205591	genic	protein_coding	2.3947264247101	0.00831638514289249	present	B-cell	CL:0000236
ENSMUSG00000034930	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034931	24	21.5513177283834	genic	protein_coding	2.02909479827015	0.0212243178151078	present	B-cell	CL:0000236
ENSMUSG00000034932	136	122.124133794172	genic	protein_coding	3.71007731206905	0.000103597982051886	present	B-cell	CL:0000236
ENSMUSG00000034936	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000034940	47	42.2046638847507	genic	protein_coding	2.68041336733449	0.00367656475195277	present	B-cell	CL:0000236
ENSMUSG00000034947	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034949	6	5.38782943209584	genic	protein_coding	0.685652412609219	0.24646616093345	absent	B-cell	CL:0000236
ENSMUSG00000034951	10	8.97971572015973	genic	protein_coding	1.18068782059756	0.118863380809489	absent	B-cell	CL:0000236
ENSMUSG00000034957	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034958	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034959	65	58.3681521810383	genic	protein_coding	2.99463040923405	0.00137388783348858	present	B-cell	CL:0000236
ENSMUSG00000034968	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034973	17	15.2655167242715	genic	protein_coding	1.69491373357766	0.0450458934212056	present	B-cell	CL:0000236
ENSMUSG00000034974	31	27.8371187324952	genic	protein_coding	2.27711697333214	0.0113896206872058	present	B-cell	CL:0000236
ENSMUSG00000034981	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034987	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000034990	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034993	13	11.6736304362077	genic	protein_coding	1.43494209966975	0.0756517988021642	absent	B-cell	CL:0000236
ENSMUSG00000034994	1488	1336.18169915977	genic	protein_coding	6.02865464622997	8.26650754763175e-10	present	B-cell	CL:0000236
ENSMUSG00000034997	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000034998	9	8.08174414814376	genic	protein_coding	1.07858412135473	0.140386581472757	absent	B-cell	CL:0000236
ENSMUSG00000035000	67	60.1640953250702	genic	protein_coding	3.02399898503307	0.00124728637742275	present	B-cell	CL:0000236
ENSMUSG00000035004	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000035007	12	10.7756588641917	genic	protein_coding	1.35737360543968	0.0873312652512056	absent	B-cell	CL:0000236
ENSMUSG00000035011	128	114.940361218045	genic	protein_coding	3.65132666801604	0.000130444574078497	present	B-cell	CL:0000236
ENSMUSG00000035020	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035021	102	91.5931003456293	genic	protein_coding	3.4312878279841	0.000300361423355867	present	B-cell	CL:0000236
ENSMUSG00000035024	13	11.6736304362077	genic	protein_coding	1.43494209966975	0.0756517988021642	absent	B-cell	CL:0000236
ENSMUSG00000035027	169	151.757195670699	genic	protein_coding	3.92060588113671	4.41633084583515e-05	present	B-cell	CL:0000236
ENSMUSG00000035031	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035032	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035033	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035041	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035042	6	5.38782943209584	genic	protein_coding	0.685652412609219	0.24646616093345	absent	B-cell	CL:0000236
ENSMUSG00000035045	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000035047	11	9.8776872921757	genic	protein_coding	1.27305185158925	0.101499821424961	absent	B-cell	CL:0000236
ENSMUSG00000035048	209	187.676058551338	genic	protein_coding	4.12647478797693	1.84183183716838e-05	present	B-cell	CL:0000236
ENSMUSG00000035049	9	8.08174414814376	genic	protein_coding	1.07858412135473	0.140386581472757	absent	B-cell	CL:0000236
ENSMUSG00000035051	11	9.8776872921757	genic	protein_coding	1.27305185158925	0.101499821424961	absent	B-cell	CL:0000236
ENSMUSG00000035057	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035062	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000035064	8	7.18377257612778	genic	protein_coding	0.964441896694177	0.167412212806512	absent	B-cell	CL:0000236
ENSMUSG00000035067	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035069	34	30.5310334485431	genic	protein_coding	2.36663492640813	0.008975314906335	present	B-cell	CL:0000236
ENSMUSG00000035078	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000035085	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035086	14	12.5716020082236	genic	protein_coding	1.50675930797626	0.0659361816796203	absent	B-cell	CL:0000236
ENSMUSG00000035093	37	33.224948164591	genic	protein_coding	2.44857854695774	0.00717105775093193	present	B-cell	CL:0000236
ENSMUSG00000035095	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000035104	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035105	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000035107	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000035109	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035112	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000035121	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000035125	8	7.18377257612778	genic	protein_coding	0.964441896694177	0.167412212806512	absent	B-cell	CL:0000236
ENSMUSG00000035126	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
