id	minimum_qValue	call	cutoff
ENSG00000105650	1.31E-09	present	0.05
ENSG00000105655	3.23E-11	present	0.05
ENSG00000105656	1.31E-09	present	0.05
ENSG00000105662	6.69E-07	present	0.05
ENSG00000105664	1.33E-06	present	0.05
ENSG00000105668	0.013184835	absent	0.05
ENSG00000105669	3.23E-11	present	0.05
ENSG00000105671	3.23E-11	present	0.05
ENSG00000105672	0.001672428	present	0.05
ENSG00000105675	0.013285199	absent	0.05
ENSG00000105676	3.23E-11	present	0.05
ENSG00000105677	3.23E-11	present	0.05
ENSG00000105679	0.005781121	absent	0.05
ENSG00000105694	0.002070301	present	0.05
ENSG00000105695	2.71E-05	present	0.05
ENSG00000105696	0.000315216	present	0.05
ENSG00000105697	0.000479336	present	0.05
ENSG00000105698	3.23E-11	present	0.05
ENSG00000105699	3.23E-11	present	0.05
ENSG00000105700	3.23E-11	present	0.05
ENSG00000105701	3.23E-11	present	0.05
ENSG00000105705	3.23E-11	present	0.05
ENSG00000105707	9.20E-11	present	0.05
ENSG00000105708	3.23E-11	present	0.05
ENSG00000105711	4.17E-09	present	0.05
ENSG00000105717	1.80E-09	present	0.05
ENSG00000105722	3.23E-11	present	0.05
ENSG00000105723	3.23E-11	present	0.05
ENSG00000105726	3.54E-11	present	0.05
ENSG00000105732	1.31E-09	present	0.05
ENSG00000105737	0.000471894	present	0.05
ENSG00000105738	3.23E-11	present	0.05
ENSG00000105750	3.23E-11	present	0.05
ENSG00000105755	3.54E-11	present	0.05
ENSG00000105767	1.31E-09	present	0.05
ENSG00000105771	3.23E-11	present	0.05
ENSG00000105778	3.23E-11	present	0.05
ENSG00000105784	1.60E-05	present	0.05
ENSG00000105792	3.23E-11	present	0.05
ENSG00000105793	3.23E-11	present	0.05
ENSG00000105808	3.07E-10	present	0.05
ENSG00000105810	3.23E-11	present	0.05
ENSG00000105819	3.23E-11	present	0.05
ENSG00000105821	3.23E-11	present	0.05
ENSG00000105825	3.54E-11	present	0.05
ENSG00000105829	3.23E-11	present	0.05
ENSG00000105835	3.23E-11	present	0.05
ENSG00000105849	3.23E-11	present	0.05
ENSG00000105851	1.31E-09	present	0.05
ENSG00000105852	3.23E-11	present	0.05
ENSG00000105854	3.23E-11	present	0.05
ENSG00000105855	1.18E-09	present	0.05
ENSG00000105856	3.23E-11	present	0.05
ENSG00000105865	1.01E-09	present	0.05
ENSG00000105866	3.23E-11	present	0.05
ENSG00000105875	3.23E-11	present	0.05
ENSG00000105877	1.80E-09	present	0.05
ENSG00000105879	3.23E-11	present	0.05
ENSG00000105880	0.000740922	present	0.05
ENSG00000105887	3.23E-11	present	0.05
ENSG00000105889	0.000576468	present	0.05
ENSG00000105894	3.23E-11	present	0.05
ENSG00000105926	3.23E-11	present	0.05
ENSG00000105928	1.80E-09	present	0.05
ENSG00000105929	0.000464887	present	0.05
ENSG00000105939	3.23E-11	present	0.05
ENSG00000105948	3.23E-11	present	0.05
ENSG00000105953	3.23E-11	present	0.05
ENSG00000105954	0.499831856	absent	0.05
ENSG00000105963	9.20E-11	present	0.05
ENSG00000105967	1.31E-09	present	0.05
ENSG00000105968	3.23E-11	present	0.05
ENSG00000105971	3.23E-11	present	0.05
ENSG00000105974	3.23E-11	present	0.05
ENSG00000105976	3.23E-11	present	0.05
ENSG00000105982	1.65E-06	present	0.05
ENSG00000105983	3.23E-11	present	0.05
ENSG00000105988	0.005983933	absent	0.05
ENSG00000105989	3.23E-11	present	0.05
ENSG00000105991	0.003071322	absent	0.05
ENSG00000105993	3.23E-11	present	0.05
ENSG00000105996	6.29E-09	present	0.05
ENSG00000105997	1.31E-09	present	0.05
ENSG00000106003	9.20E-11	present	0.05
ENSG00000106004	3.23E-11	present	0.05
ENSG00000106006	1.63E-06	present	0.05
ENSG00000106009	9.20E-11	present	0.05
ENSG00000106012	1.31E-09	present	0.05
ENSG00000106013	0.001710871	present	0.05
ENSG00000106018	0.001368137	present	0.05
ENSG00000106025	3.23E-11	present	0.05
ENSG00000106028	3.23E-11	present	0.05
ENSG00000106031	0.024350733	absent	0.05
ENSG00000106034	3.23E-11	present	0.05
ENSG00000106038	0.075060033	absent	0.05
ENSG00000106049	3.23E-11	present	0.05
ENSG00000106052	3.23E-11	present	0.05
ENSG00000106066	3.23E-11	present	0.05
ENSG00000106069	1.31E-09	present	0.05
ENSG00000106070	3.23E-11	present	0.05
ENSG00000106077	9.20E-11	present	0.05
ENSG00000106078	9.20E-11	present	0.05
ENSG00000106080	3.23E-11	present	0.05
ENSG00000106086	1.01E-09	present	0.05
ENSG00000106089	1.31E-09	present	0.05
ENSG00000106100	3.23E-11	present	0.05
ENSG00000106105	3.23E-11	present	0.05
ENSG00000106113	0.001416556	present	0.05
ENSG00000106123	1.80E-09	present	0.05
ENSG00000106125	1.31E-09	present	0.05
ENSG00000106128	0.001183864	present	0.05
ENSG00000106133	1.31E-09	present	0.05
ENSG00000106144	3.23E-11	present	0.05
ENSG00000106153	3.23E-11	present	0.05
ENSG00000106178	9.20E-11	present	0.05
ENSG00000106211	3.23E-11	present	0.05
ENSG00000106236	0.002843637	absent	0.05
ENSG00000106244	3.23E-11	present	0.05
ENSG00000106245	3.23E-11	present	0.05
ENSG00000106246	3.91E-05	present	0.05
ENSG00000106258	3.23E-11	present	0.05
ENSG00000106261	3.23E-11	present	0.05
ENSG00000106263	3.23E-11	present	0.05
ENSG00000106266	3.54E-11	present	0.05
ENSG00000106268	9.20E-11	present	0.05
ENSG00000106278	3.23E-11	present	0.05
ENSG00000106290	3.54E-11	present	0.05
ENSG00000106299	3.23E-11	present	0.05
ENSG00000106302	0.000491709	present	0.05
ENSG00000106304	0.1844789	absent	0.05
ENSG00000106305	9.20E-11	present	0.05
ENSG00000106327	0.000498585	present	0.05
ENSG00000106328	0.00015575	present	0.05
ENSG00000106330	9.20E-11	present	0.05
ENSG00000106331	0.106397708	absent	0.05
ENSG00000106333	3.23E-11	present	0.05
ENSG00000106336	0.000210299	present	0.05
ENSG00000106341	0.007355072	absent	0.05
ENSG00000106344	3.23E-11	present	0.05
ENSG00000106346	1.31E-09	present	0.05
ENSG00000106348	3.54E-11	present	0.05
ENSG00000106351	9.20E-11	present	0.05
ENSG00000106355	3.23E-11	present	0.05
ENSG00000106366	1.80E-09	present	0.05
ENSG00000106367	3.23E-11	present	0.05
ENSG00000106384	0.044057918	absent	0.05
ENSG00000106392	3.23E-11	present	0.05
ENSG00000106397	3.23E-11	present	0.05
ENSG00000106399	3.23E-11	present	0.05
ENSG00000106400	3.23E-11	present	0.05
ENSG00000106404	1.31E-09	present	0.05
ENSG00000106410	0.190881668	absent	0.05
ENSG00000106415	3.23E-11	present	0.05
ENSG00000106436	0.183316405	absent	0.05
ENSG00000106443	3.23E-11	present	0.05
ENSG00000106459	1.01E-09	present	0.05
ENSG00000106460	3.23E-11	present	0.05
ENSG00000106462	3.23E-11	present	0.05
ENSG00000106477	3.23E-11	present	0.05
ENSG00000106479	1.31E-09	present	0.05
ENSG00000106483	9.20E-11	present	0.05
ENSG00000106484	3.23E-11	present	0.05
ENSG00000106511	3.23E-11	present	0.05
ENSG00000106524	3.23E-11	present	0.05
ENSG00000106526	1.31E-09	present	0.05
ENSG00000106536	0.011770717	absent	0.05
ENSG00000106537	3.23E-11	present	0.05
ENSG00000106538	3.23E-11	present	0.05
ENSG00000106540	0.008210262	absent	0.05
ENSG00000106541	3.23E-11	present	0.05
ENSG00000106546	3.23E-11	present	0.05
ENSG00000106554	3.23E-11	present	0.05
ENSG00000106560	3.23E-11	present	0.05
ENSG00000106565	3.54E-11	present	0.05
ENSG00000106571	1.01E-09	present	0.05
ENSG00000106588	3.23E-11	present	0.05
ENSG00000106591	3.23E-11	present	0.05
ENSG00000106603	3.23E-11	present	0.05
ENSG00000106605	3.23E-11	present	0.05
ENSG00000106608	3.23E-11	present	0.05
ENSG00000106609	3.23E-11	present	0.05
ENSG00000106610	1.01E-09	present	0.05
ENSG00000106615	3.23E-11	present	0.05
ENSG00000106617	3.54E-11	present	0.05
ENSG00000106624	3.54E-11	present	0.05
ENSG00000106628	3.23E-11	present	0.05
ENSG00000106631	0.000129692	present	0.05
ENSG00000106633	0.001334155	present	0.05
ENSG00000106635	3.54E-11	present	0.05
ENSG00000106636	3.23E-11	present	0.05
ENSG00000106638	3.23E-11	present	0.05
ENSG00000106648	0.013536346	absent	0.05
ENSG00000106665	1.31E-09	present	0.05
ENSG00000106682	3.23E-11	present	0.05
ENSG00000106683	9.20E-11	present	0.05
ENSG00000106686	1.31E-09	present	0.05
ENSG00000106688	3.54E-11	present	0.05
ENSG00000106689	0.005932904	absent	0.05
ENSG00000106692	3.23E-11	present	0.05
ENSG00000106701	1.18E-09	present	0.05
ENSG00000106714	7.81E-06	present	0.05
ENSG00000106723	3.23E-11	present	0.05
ENSG00000106733	3.23E-11	present	0.05
ENSG00000106771	3.23E-11	present	0.05
ENSG00000106772	1.31E-09	present	0.05
ENSG00000106780	3.54E-11	present	0.05
ENSG00000106785	9.20E-11	present	0.05
ENSG00000106789	1.31E-09	present	0.05
ENSG00000106799	3.23E-11	present	0.05
ENSG00000106803	3.23E-11	present	0.05
ENSG00000106804	3.23E-11	present	0.05
ENSG00000106809	3.23E-11	present	0.05
ENSG00000106819	9.20E-11	present	0.05
ENSG00000106823	3.23E-11	present	0.05
ENSG00000106829	3.23E-11	present	0.05
ENSG00000106852	1.73E-06	present	0.05
ENSG00000106853	3.23E-11	present	0.05
ENSG00000106868	3.23E-11	present	0.05
ENSG00000106927	6.29E-09	present	0.05
ENSG00000106948	3.23E-11	present	0.05
ENSG00000106952	6.29E-09	present	0.05
ENSG00000106976	3.23E-11	present	0.05
ENSG00000106991	3.54E-11	present	0.05
ENSG00000106992	3.23E-11	present	0.05
ENSG00000106993	3.23E-11	present	0.05
ENSG00000107014	0.000857188	present	0.05
ENSG00000107018	0.002643909	absent	0.05
ENSG00000107020	3.23E-11	present	0.05
ENSG00000107021	9.20E-11	present	0.05
ENSG00000107036	3.23E-11	present	0.05
ENSG00000107077	3.23E-11	present	0.05
ENSG00000107099	9.20E-11	present	0.05
ENSG00000107104	3.23E-11	present	0.05
ENSG00000107105	0.000431685	present	0.05
ENSG00000107130	1.80E-09	present	0.05
ENSG00000107140	3.54E-11	present	0.05
ENSG00000107147	4.19E-05	present	0.05
ENSG00000107159	2.71E-05	present	0.05
ENSG00000107164	3.23E-11	present	0.05
ENSG00000107165	1.01E-09	present	0.05
ENSG00000107175	3.23E-11	present	0.05
ENSG00000107185	9.20E-11	present	0.05
ENSG00000107186	3.23E-11	present	0.05
ENSG00000107187	0.535908867	absent	0.05
ENSG00000107201	3.23E-11	present	0.05
ENSG00000107223	3.23E-11	present	0.05
ENSG00000107242	9.20E-11	present	0.05
ENSG00000107249	1.80E-09	present	0.05
ENSG00000107262	3.23E-11	present	0.05
ENSG00000107263	3.23E-11	present	0.05
ENSG00000107281	3.54E-11	present	0.05
ENSG00000107282	0.000190855	present	0.05
ENSG00000107290	3.23E-11	present	0.05
ENSG00000107295	0.000208878	present	0.05
ENSG00000107317	3.54E-11	present	0.05
ENSG00000107331	3.54E-11	present	0.05
ENSG00000107338	1.31E-09	present	0.05
ENSG00000107341	3.23E-11	present	0.05
ENSG00000107362	3.23E-11	present	0.05
ENSG00000107371	3.23E-11	present	0.05
ENSG00000107372	3.23E-11	present	0.05
ENSG00000107404	9.20E-11	present	0.05
ENSG00000107438	3.23E-11	present	0.05
ENSG00000107443	1.01E-09	present	0.05
ENSG00000107447	0.04597702	absent	0.05
ENSG00000107485	3.13E-07	present	0.05
ENSG00000107518	3.23E-11	present	0.05
ENSG00000107521	3.23E-11	present	0.05
ENSG00000107537	3.23E-11	present	0.05
ENSG00000107551	3.54E-11	present	0.05
ENSG00000107554	3.23E-11	present	0.05
ENSG00000107560	3.23E-11	present	0.05
ENSG00000107562	3.23E-11	present	0.05
ENSG00000107566	3.23E-11	present	0.05
ENSG00000107581	3.23E-11	present	0.05
ENSG00000107593	9.12E-05	present	0.05
ENSG00000107611	0.000477021	present	0.05
ENSG00000107614	3.23E-11	present	0.05
ENSG00000107625	3.23E-11	present	0.05
ENSG00000107643	3.23E-11	present	0.05
ENSG00000107651	3.23E-11	present	0.05
ENSG00000107669	3.23E-11	present	0.05
ENSG00000107672	3.23E-11	present	0.05
ENSG00000107679	3.23E-11	present	0.05
ENSG00000107719	9.20E-11	present	0.05
ENSG00000107731	9.20E-11	present	0.05
ENSG00000107736	1.80E-09	present	0.05
ENSG00000107738	3.54E-11	present	0.05
ENSG00000107742	3.54E-11	present	0.05
ENSG00000107745	3.23E-11	present	0.05
ENSG00000107758	3.23E-11	present	0.05
ENSG00000107771	3.23E-11	present	0.05
ENSG00000107779	3.23E-11	present	0.05
ENSG00000107789	3.23E-11	present	0.05
ENSG00000107796	3.23E-11	present	0.05
ENSG00000107798	3.23E-11	present	0.05
ENSG00000107807	0.016150124	absent	0.05
ENSG00000107815	3.02E-05	present	0.05
ENSG00000107816	3.23E-11	present	0.05
ENSG00000107819	3.54E-11	present	0.05
ENSG00000107821	1.34E-05	present	0.05
ENSG00000107829	3.23E-11	present	0.05
ENSG00000107831	0.002377857	absent	0.05
ENSG00000107833	3.23E-11	present	0.05
ENSG00000107854	3.23E-11	present	0.05
ENSG00000107859	0.040422806	absent	0.05
ENSG00000107862	3.23E-11	present	0.05
ENSG00000107863	3.23E-11	present	0.05
ENSG00000107864	6.56E-05	present	0.05
ENSG00000107872	2.09E-07	present	0.05
ENSG00000107874	3.23E-11	present	0.05
ENSG00000107882	1.31E-09	present	0.05
ENSG00000107890	3.23E-11	present	0.05
ENSG00000107897	3.23E-11	present	0.05
ENSG00000107902	9.20E-11	present	0.05
ENSG00000107929	3.23E-11	present	0.05
ENSG00000107937	3.23E-11	present	0.05
ENSG00000107938	3.23E-11	present	0.05
ENSG00000107949	3.23E-11	present	0.05
ENSG00000107951	3.23E-11	present	0.05
ENSG00000107954	0.00060894	present	0.05
ENSG00000107957	3.23E-11	present	0.05
ENSG00000107959	3.23E-11	present	0.05
ENSG00000107960	3.23E-11	present	0.05
ENSG00000107968	3.23E-11	present	0.05
ENSG00000107984	0.000329976	present	0.05
ENSG00000108001	0.008636714	absent	0.05
ENSG00000108010	3.23E-11	present	0.05
ENSG00000108018	0.00214253	present	0.05
ENSG00000108021	3.23E-11	present	0.05
ENSG00000108039	3.23E-11	present	0.05
ENSG00000108055	3.23E-11	present	0.05
ENSG00000108061	3.23E-11	present	0.05
ENSG00000108064	3.23E-11	present	0.05
ENSG00000108091	3.23E-11	present	0.05
ENSG00000108094	3.23E-11	present	0.05
ENSG00000108100	3.23E-11	present	0.05
ENSG00000108106	1.01E-09	present	0.05
ENSG00000108107	3.23E-11	present	0.05
ENSG00000108175	3.54E-11	present	0.05
ENSG00000108176	1.01E-09	present	0.05
ENSG00000108179	9.20E-11	present	0.05
ENSG00000108187	1.31E-09	present	0.05
ENSG00000108219	3.23E-11	present	0.05
ENSG00000108231	0.009349118	absent	0.05
ENSG00000108239	3.23E-11	present	0.05
ENSG00000108242	0.000907003	present	0.05
ENSG00000108244	2.40E-09	present	0.05
ENSG00000108255	0.002853664	absent	0.05
ENSG00000108256	3.23E-11	present	0.05
ENSG00000108262	3.23E-11	present	0.05
ENSG00000108298	3.23E-11	present	0.05
ENSG00000108306	3.23E-11	present	0.05
ENSG00000108309	0.000309127	present	0.05
ENSG00000108312	3.23E-11	present	0.05
ENSG00000108342	1.80E-09	present	0.05
ENSG00000108344	3.23E-11	present	0.05
ENSG00000108349	3.23E-11	present	0.05
ENSG00000108352	1.31E-09	present	0.05
ENSG00000108370	1.01E-09	present	0.05
ENSG00000108375	1.01E-09	present	0.05
ENSG00000108379	0.001210754	present	0.05
ENSG00000108381	3.23E-11	present	0.05
ENSG00000108384	3.23E-11	present	0.05
ENSG00000108387	3.23E-11	present	0.05
ENSG00000108389	3.23E-11	present	0.05
ENSG00000108395	3.23E-11	present	0.05
ENSG00000108405	1.31E-09	present	0.05
ENSG00000108406	3.23E-11	present	0.05
ENSG00000108417	0.522055082	absent	0.05
ENSG00000108423	3.23E-11	present	0.05
ENSG00000108424	3.23E-11	present	0.05
ENSG00000108433	3.23E-11	present	0.05
ENSG00000108439	9.20E-11	present	0.05
ENSG00000108442	0.0856371	absent	0.05
ENSG00000108443	3.23E-11	present	0.05
ENSG00000108448	1.80E-09	present	0.05
ENSG00000108452	4.17E-09	present	0.05
ENSG00000108465	3.23E-11	present	0.05
ENSG00000108468	3.23E-11	present	0.05
ENSG00000108469	3.23E-11	present	0.05
ENSG00000108474	3.23E-11	present	0.05
ENSG00000108479	9.20E-11	present	0.05
ENSG00000108506	1.01E-09	present	0.05
ENSG00000108509	3.54E-11	present	0.05
ENSG00000108510	3.23E-11	present	0.05
ENSG00000108511	3.78E-06	present	0.05
ENSG00000108515	1.31E-09	present	0.05
ENSG00000108516	0.523717628	absent	0.05
ENSG00000108518	3.23E-11	present	0.05
ENSG00000108523	3.23E-11	present	0.05
ENSG00000108528	3.23E-11	present	0.05
ENSG00000108551	1.80E-09	present	0.05
ENSG00000108556	0.001627823	present	0.05
ENSG00000108557	1.31E-09	present	0.05
ENSG00000108559	3.23E-11	present	0.05
ENSG00000108561	3.23E-11	present	0.05
ENSG00000108576	3.54E-11	present	0.05
ENSG00000108578	3.23E-11	present	0.05
ENSG00000108582	3.23E-11	present	0.05
ENSG00000108587	3.23E-11	present	0.05
ENSG00000108588	3.23E-11	present	0.05
ENSG00000108590	3.23E-11	present	0.05
ENSG00000108591	3.23E-11	present	0.05
ENSG00000108592	3.23E-11	present	0.05
ENSG00000108599	3.23E-11	present	0.05
ENSG00000108602	1.80E-09	present	0.05
ENSG00000108604	3.23E-11	present	0.05
ENSG00000108622	3.23E-11	present	0.05
ENSG00000108639	3.23E-11	present	0.05
ENSG00000108641	3.23E-11	present	0.05
ENSG00000108651	3.23E-11	present	0.05
ENSG00000108654	3.23E-11	present	0.05
ENSG00000108666	3.23E-11	present	0.05
ENSG00000108669	3.23E-11	present	0.05
ENSG00000108671	3.23E-11	present	0.05
ENSG00000108679	3.23E-11	present	0.05
ENSG00000108684	0.006527204	absent	0.05
ENSG00000108688	0.001484913	present	0.05
ENSG00000108691	3.23E-11	present	0.05
ENSG00000108700	2.40E-09	present	0.05
ENSG00000108702	0.001615195	present	0.05
ENSG00000108733	1.31E-09	present	0.05
ENSG00000108759	0.345985513	absent	0.05
ENSG00000108771	9.20E-11	present	0.05
ENSG00000108773	3.23E-11	present	0.05
ENSG00000108774	3.23E-11	present	0.05
ENSG00000108784	3.54E-11	present	0.05
ENSG00000108785	0.000502686	present	0.05
ENSG00000108786	0.002262963	absent	0.05
ENSG00000108788	3.23E-11	present	0.05
ENSG00000108797	1.31E-09	present	0.05
ENSG00000108798	9.20E-11	present	0.05
ENSG00000108799	3.23E-11	present	0.05
ENSG00000108813	0.000761238	present	0.05
ENSG00000108819	3.23E-11	present	0.05
ENSG00000108821	3.23E-11	present	0.05
ENSG00000108823	9.20E-11	present	0.05
ENSG00000108825	0.000673013	present	0.05
ENSG00000108826	3.23E-11	present	0.05
ENSG00000108828	3.23E-11	present	0.05
ENSG00000108829	3.23E-11	present	0.05
ENSG00000108830	0.000914279	present	0.05
ENSG00000108839	1.31E-09	present	0.05
ENSG00000108840	3.23E-11	present	0.05
ENSG00000108846	9.20E-11	present	0.05
ENSG00000108848	3.23E-11	present	0.05
ENSG00000108849	0.010502585	absent	0.05
ENSG00000108852	0.000149691	present	0.05
ENSG00000108854	3.23E-11	present	0.05
ENSG00000108861	3.23E-11	present	0.05
ENSG00000108878	0.010640061	absent	0.05
ENSG00000108883	3.23E-11	present	0.05
ENSG00000108924	3.54E-11	present	0.05
ENSG00000108932	0.000103678	present	0.05
ENSG00000108946	3.23E-11	present	0.05
ENSG00000108947	2.53E-05	present	0.05
ENSG00000108950	3.54E-11	present	0.05
ENSG00000108953	3.23E-11	present	0.05
ENSG00000108958	0.004337776	absent	0.05
ENSG00000108960	3.23E-11	present	0.05
ENSG00000108961	9.20E-11	present	0.05
ENSG00000108963	9.20E-11	present	0.05
ENSG00000108984	3.23E-11	present	0.05
ENSG00000109016	9.20E-11	present	0.05
ENSG00000109046	3.23E-11	present	0.05
ENSG00000109047	0.011899687	absent	0.05
ENSG00000109061	0.001603655	present	0.05
ENSG00000109062	3.23E-11	present	0.05
ENSG00000109063	0.000277067	present	0.05
ENSG00000109065	3.23E-11	present	0.05
ENSG00000109066	1.31E-09	present	0.05
ENSG00000109072	1.95E-07	present	0.05
ENSG00000109079	3.23E-11	present	0.05
ENSG00000109083	3.23E-11	present	0.05
ENSG00000109084	3.23E-11	present	0.05
ENSG00000109089	1.31E-09	present	0.05
ENSG00000109099	3.23E-11	present	0.05
ENSG00000109101	0.017958777	absent	0.05
ENSG00000109103	3.54E-11	present	0.05
ENSG00000109107	9.20E-11	present	0.05
ENSG00000109111	3.23E-11	present	0.05
ENSG00000109113	3.23E-11	present	0.05
ENSG00000109118	3.23E-11	present	0.05
ENSG00000109132	0.028224959	absent	0.05
ENSG00000109133	3.23E-11	present	0.05
ENSG00000109158	0.008134566	absent	0.05
ENSG00000109163	0.00125703	present	0.05
ENSG00000109171	3.23E-11	present	0.05
ENSG00000109180	3.23E-11	present	0.05
ENSG00000109181	0.000762624	present	0.05
ENSG00000109182	1.27E-06	present	0.05
ENSG00000109184	3.23E-11	present	0.05
ENSG00000109189	3.23E-11	present	0.05
ENSG00000109193	3.23E-11	present	0.05
ENSG00000109205	1.18E-09	present	0.05
ENSG00000109208	0.001785437	present	0.05
ENSG00000109220	3.23E-11	present	0.05
ENSG00000109255	0.000256294	present	0.05
ENSG00000109265	0.000218694	present	0.05
ENSG00000109270	3.23E-11	present	0.05
ENSG00000109272	0.000226861	present	0.05
ENSG00000109320	3.23E-11	present	0.05
ENSG00000109321	9.20E-11	present	0.05
ENSG00000109323	3.23E-11	present	0.05
ENSG00000109332	3.23E-11	present	0.05
ENSG00000109339	3.23E-11	present	0.05
ENSG00000109381	3.23E-11	present	0.05
ENSG00000109390	3.23E-11	present	0.05
ENSG00000109424	0.009595211	absent	0.05
ENSG00000109436	3.23E-11	present	0.05
ENSG00000109445	3.23E-11	present	0.05
ENSG00000109452	3.23E-11	present	0.05
ENSG00000109458	3.23E-11	present	0.05
ENSG00000109466	3.23E-11	present	0.05
ENSG00000109471	0.006661415	absent	0.05
ENSG00000109472	3.23E-11	present	0.05
ENSG00000109475	3.23E-11	present	0.05
ENSG00000109501	3.54E-11	present	0.05
ENSG00000109511	0.005838784	absent	0.05
ENSG00000109519	3.23E-11	present	0.05
ENSG00000109534	9.20E-11	present	0.05
ENSG00000109536	3.23E-11	present	0.05
ENSG00000109572	3.23E-11	present	0.05
ENSG00000109576	3.23E-11	present	0.05
ENSG00000109586	3.23E-11	present	0.05
ENSG00000109606	3.23E-11	present	0.05
ENSG00000109610	9.20E-11	present	0.05
ENSG00000109618	3.23E-11	present	0.05
ENSG00000109625	1.08E-06	present	0.05
ENSG00000109654	3.23E-11	present	0.05
ENSG00000109667	1.31E-09	present	0.05
ENSG00000109670	3.23E-11	present	0.05
ENSG00000109674	6.29E-09	present	0.05
ENSG00000109680	3.23E-11	present	0.05
ENSG00000109684	0.000753055	present	0.05
ENSG00000109685	3.23E-11	present	0.05
ENSG00000109686	3.23E-11	present	0.05
ENSG00000109689	3.23E-11	present	0.05
ENSG00000109705	0.0783651	absent	0.05
ENSG00000109736	3.23E-11	present	0.05
ENSG00000109738	5.10E-07	present	0.05
ENSG00000109743	9.20E-11	present	0.05
ENSG00000109756	3.23E-11	present	0.05
ENSG00000109758	0.006444109	absent	0.05
ENSG00000109762	3.23E-11	present	0.05
ENSG00000109771	1.31E-09	present	0.05
ENSG00000109775	3.23E-11	present	0.05
ENSG00000109787	3.23E-11	present	0.05
ENSG00000109790	3.23E-11	present	0.05
ENSG00000109794	1.01E-09	present	0.05
ENSG00000109805	3.23E-11	present	0.05
ENSG00000109814	3.23E-11	present	0.05
ENSG00000109819	1.18E-09	present	0.05
ENSG00000109832	0.004029932	absent	0.05
ENSG00000109846	3.23E-11	present	0.05
ENSG00000109851	0.472963703	absent	0.05
ENSG00000109854	3.54E-11	present	0.05
ENSG00000109861	3.23E-11	present	0.05
ENSG00000109881	1.01E-09	present	0.05
ENSG00000109906	3.07E-10	present	0.05
ENSG00000109911	3.23E-11	present	0.05
ENSG00000109917	3.23E-11	present	0.05
ENSG00000109919	3.23E-11	present	0.05
ENSG00000109920	3.23E-11	present	0.05
ENSG00000109927	0.000483843	present	0.05
ENSG00000109929	3.23E-11	present	0.05
ENSG00000109943	7.16E-06	present	0.05
ENSG00000109944	1.80E-09	present	0.05
ENSG00000109956	0.000772717	present	0.05
ENSG00000109971	3.23E-11	present	0.05
ENSG00000109991	0.019565622	absent	0.05
ENSG00000110002	3.23E-11	present	0.05
ENSG00000110011	3.23E-11	present	0.05
ENSG00000110013	3.54E-11	present	0.05
ENSG00000110025	3.54E-11	present	0.05
ENSG00000110031	3.54E-11	present	0.05
ENSG00000110042	3.23E-11	present	0.05
ENSG00000110046	1.31E-09	present	0.05
ENSG00000110047	3.23E-11	present	0.05
ENSG00000110048	3.23E-11	present	0.05
ENSG00000110057	3.54E-11	present	0.05
ENSG00000110060	1.01E-09	present	0.05
ENSG00000110063	1.31E-09	present	0.05
ENSG00000110066	3.23E-11	present	0.05
ENSG00000110074	9.20E-11	present	0.05
ENSG00000110075	3.23E-11	present	0.05
ENSG00000110076	0.000171237	present	0.05
ENSG00000110077	3.23E-11	present	0.05
ENSG00000110079	3.54E-11	present	0.05
ENSG00000110080	3.54E-11	present	0.05
ENSG00000110090	3.54E-11	present	0.05
ENSG00000110092	3.23E-11	present	0.05
ENSG00000110104	9.20E-11	present	0.05
ENSG00000110107	3.23E-11	present	0.05
ENSG00000110108	3.23E-11	present	0.05
ENSG00000110148	0.024251565	absent	0.05
ENSG00000110169	4.64E-05	present	0.05
ENSG00000110171	9.20E-11	present	0.05
ENSG00000110172	3.23E-11	present	0.05
ENSG00000110195	3.23E-11	present	0.05
ENSG00000110200	3.23E-11	present	0.05
ENSG00000110203	9.20E-11	present	0.05
ENSG00000110218	3.23E-11	present	0.05
ENSG00000110237	3.23E-11	present	0.05
ENSG00000110243	0.016598132	absent	0.05
ENSG00000110244	0.373339189	absent	0.05
ENSG00000110245	8.76E-07	present	0.05
ENSG00000110274	3.23E-11	present	0.05
ENSG00000110315	3.23E-11	present	0.05
ENSG00000110318	1.31E-09	present	0.05
ENSG00000110321	3.23E-11	present	0.05
ENSG00000110324	3.54E-11	present	0.05
ENSG00000110328	3.23E-11	present	0.05
ENSG00000110330	3.23E-11	present	0.05
ENSG00000110344	3.23E-11	present	0.05
ENSG00000110367	3.23E-11	present	0.05
ENSG00000110375	0.003453939	absent	0.05
ENSG00000110395	1.18E-09	present	0.05
ENSG00000110400	1.07E-06	present	0.05
ENSG00000110422	3.23E-11	present	0.05
ENSG00000110427	0.002233251	absent	0.05
ENSG00000110429	3.23E-11	present	0.05
ENSG00000110435	3.23E-11	present	0.05
ENSG00000110436	3.23E-11	present	0.05
ENSG00000110442	3.23E-11	present	0.05
ENSG00000110446	3.54E-11	present	0.05
ENSG00000110448	1.80E-09	present	0.05
ENSG00000110455	3.23E-11	present	0.05
ENSG00000110484	0.035589863	absent	0.05
ENSG00000110492	3.23E-11	present	0.05
ENSG00000110497	1.01E-09	present	0.05
ENSG00000110514	3.23E-11	present	0.05
ENSG00000110536	3.23E-11	present	0.05
ENSG00000110583	3.23E-11	present	0.05
ENSG00000110619	9.20E-11	present	0.05
ENSG00000110628	1.31E-09	present	0.05
